"Result","axis","value"
"Draw","SuccPasses",0.76008064516129
"Draw","SuccAir",0.480769230769231
"Draw","SuccTacles",1
"Win","SuccShots",0.25
"Win","SuccDribbles",0.416666666666667
"Win","SuccPasses",0.822368421052632
"Win","SuccAir",0.666666666666667
"Win","SuccTacles",0.821428571428571
"Win","SuccShots",0.666666666666667
"Win","SuccDribbles",0.5
"Win","SuccPasses",0.761450381679389
"Win","SuccAir",0.435897435897436
"Win","SuccTacles",0.785714285714286
"Loss","SuccShots",0.5
"Loss","SuccDribbles",0.111111111111111
"Loss","SuccPasses",0.769944341372913
"Loss","SuccAir",0.258064516129032
"Loss","SuccTacles",0.833333333333333
"Draw","SuccShots",0
"Draw","SuccDribbles",0.6
"Draw","SuccPasses",0.815878378378378
"Draw","SuccAir",0.391304347826087
"Draw","SuccTacles",0.851851851851852
"Win","SuccShots",0.3
"Win","SuccDribbles",0.5625
"Win","SuccPasses",0.888372093023256
"Win","SuccAir",0.363636363636364
"Win","SuccTacles",1
